entity_id,entity_flags,network_id,network_entities,network_flags,flagged,flags/entity,flagged/unflagged
EcoFarm Organics,2,5,20,9,2,0.45,0.11
Sprout & Seed Agriculture,0,5,20,9,2,0.45,0.11
BioFuel Innovations,0,5,20,9,2,0.45,0.11
Green Earth Enterprises,0,5,20,9,2,0.45,0.11
EcoGrow Farms,0,5,20,9,2,0.45,0.11
PolarTech Solutions,0,5,20,9,2,0.45,0.11
Auto Innovators Group,0,179,10,30,1,3.0,0.11
Auto Dynamics Ltd,0,179,10,30,1,3.0,0.11
Gourmet Group,0,160,10,18,1,1.8,0.11
TechLand Enterprises,0,391,20,24,2,1.2,0.11
SmartHome Solutions,0,391,20,24,2,1.2,0.11
FutureTech Innovations,0,391,20,24,2,1.2,0.11
InnovateBuild Corp,0,391,20,24,2,1.2,0.11
Retail Revolution Ltd,0,155,21,22,2,1.05,0.11
BioFuel Enterprises,0,5,20,9,2,0.45,0.11
EcoTech Farms,0,5,20,9,2,0.45,0.11
EcoFarm Produce,0,5,20,9,2,0.45,0.11
GreenWave Transport,0,5,20,9,2,0.45,0.11
Wellbeing Inc,0,3,21,23,2,1.1,0.11
Future Techies,17,391,20,24,2,1.2,0.11
Techno Innovations,0,392,10,3,1,0.3,0.11
TechFarm Solutions,0,392,10,3,1,0.3,0.11
TechnoFuture Corp,0,392,10,3,1,0.3,0.11
Auto Creators,0,179,10,30,1,3.0,0.11
Car Pioneers,0,179,10,30,1,3.0,0.11
UrbanTech Innovations,0,155,21,22,2,1.05,0.11
Logistics Leaders Co,0,24,21,10,2,0.48,0.11
GourmetGoods,0,155,21,22,2,1.05,0.11
Sustain Energy Group,0,227,20,12,2,0.6,0.11
Renewable Power Ltd,0,227,20,12,2,0.6,0.11
Sustainable Power Corp,0,227,20,12,2,0.6,0.11
Sustainable Power Group,7,227,20,12,2,0.6,0.11
Sustainable Power Ltd,0,227,20,12,2,0.6,0.11
GreenTech Enterprizes,0,209,30,53,3,1.77,0.11
Green Tech Enterprises,0,209,30,53,3,1.77,0.11
Green Innovators,0,209,30,53,3,1.77,0.11
TechGreen Enterprises,0,209,30,53,3,1.77,0.11
GreenTech Partners,0,209,30,53,3,1.77,0.11
Coastal Ventures,0,155,21,22,2,1.05,0.11
GreenTech Associates,0,209,30,53,3,1.77,0.11
Innovative TechWave,0,144,21,29,2,1.38,0.11
Wave Innovations Group,0,144,21,29,2,1.38,0.11
WaveTech Solutions,0,144,21,29,2,1.38,0.11
TechWave Innovatons,0,144,21,29,2,1.38,0.11
TechWave Dynmics,0,144,21,29,2,1.38,0.11
WaveTech Dynamics,0,144,21,29,2,1.38,0.11
WaveTech Innovations,0,144,21,29,2,1.38,0.11
BuildFuture Enterprises,0,3,21,23,2,1.1,0.11
CareLand Medical,0,227,20,12,2,0.6,0.11
Sustainable Power Co,0,227,20,12,2,0.6,0.11
Wellbeing Incorporated,0,3,21,23,2,1.1,0.11
Sustainable Energy Group,0,227,20,12,2,0.6,0.11
Transport Masters,0,24,21,10,2,0.48,0.11
LogiMove,0,24,21,10,2,0.48,0.11
TrackMove,0,24,21,10,2,0.48,0.11
LogiMove Inc,0,24,21,10,2,0.48,0.11
PowerGrid,0,24,21,10,2,0.48,0.11
Travel Adventures Co,0,24,21,10,2,0.48,0.11
MoveTrack,0,24,21,10,2,0.48,0.11
GreenTech Innovatons,0,209,30,53,3,1.77,0.11
GreenTech Industries,0,209,30,53,3,1.77,0.11
GreenTech Innovators,0,209,30,53,3,1.77,0.11
Green Tech Innovators,0,209,30,53,3,1.77,0.11
TechGreen Innovations,0,209,30,53,3,1.77,0.11
GreenTech Enterprises,0,209,30,53,3,1.77,0.11
GreenTech,0,209,30,53,3,1.77,0.11
GreenTech Venturez,0,209,30,53,3,1.77,0.11
Green Tech,0,209,30,53,3,1.77,0.11
GreenTech Systems,0,209,30,53,3,1.77,0.11
Green Transport Co,0,227,20,12,2,0.6,0.11
Zephyr Innovations,0,227,20,12,2,0.6,0.11
BuildRight Corp,0,3,21,23,2,1.1,0.11
Green Tech Entprises,0,209,30,53,3,1.77,0.11
RightBuild Associates,0,3,21,23,2,1.1,0.11
LogiPath,0,24,21,10,2,0.48,0.11
ProBuild Services,0,3,21,23,2,1.1,0.11
MoveLogistics,0,24,21,10,2,0.48,0.11
SecureNet Solutions,0,24,21,10,2,0.48,0.11
TrackFlow,0,24,21,10,2,0.48,0.11
LogiTrans,6,24,21,10,2,0.48,0.11
EnergyPlus,0,24,21,10,2,0.48,0.11
AgriSolutions,0,3,21,23,2,1.1,0.11
CleanAir Technologies,0,24,21,10,2,0.48,0.11
TechWave Dynamics,0,144,21,29,2,1.38,0.11
SmartHome Devices,0,144,21,29,2,1.38,0.11
Wave Innovations,0,144,21,29,2,1.38,0.11
BuildFuture Ltd,0,3,21,23,2,1.1,0.11
FreshFarm Produce Inc,0,2,23,13,2,0.57,0.1
EduNet,0,297,11,25,1,2.27,0.1
EduNet Solutions,0,297,11,25,1,2.27,0.1
Edu Creatives,0,297,11,25,1,2.27,0.1
EduNation School,0,297,11,25,1,2.27,0.1
Learning Leaders,0,297,11,25,1,2.27,0.1
Fresh Produce Co,0,2,23,13,2,0.57,0.1
GreenHarvest Co,0,2,23,13,2,0.57,0.1
Farm Fresh,0,2,23,13,2,0.57,0.1
CropCircle Inc,0,2,23,13,2,0.57,0.1
CropCircle,0,2,23,13,2,0.57,0.1
Foodies Delight Co,0,14,22,26,2,1.18,0.1
SecureEnergy,0,331,11,2,1,0.18,0.1
Wave Enterprises,0,365,11,11,1,1.0,0.1
SecureFinanc,0,331,11,2,1,0.18,0.1
EnergySecure,0,331,11,2,1,0.18,0.1
SecureFinance,0,331,11,2,1,0.18,0.1
EnergySecurr,0,331,11,2,1,0.18,0.1
Bakers Haven,0,14,22,26,2,1.18,0.1
Gourmet Treats,0,14,22,26,2,1.18,0.1
Build Experts,0,14,22,26,2,1.18,0.1
FreshFoods Ltd,0,14,22,26,2,1.18,0.1
Oceanic Ventures Ltd,0,365,11,11,1,1.0,0.1
FarmFresh,0,2,23,13,2,0.57,0.1
Blue Ocean Ltd,0,365,11,11,1,1.0,0.1
Fresh Farms Co,0,2,23,13,2,0.57,0.1
FarmFresh Produce,0,2,23,13,2,0.57,0.1
FreshFarm Produce,0,2,23,13,2,0.57,0.1
BuildSmart Engineering,0,297,11,25,1,2.27,0.1
AgroSphere,0,2,23,13,2,0.57,0.1
Bakers Delight,0,14,22,26,2,1.18,0.1
Green Harvest,0,14,22,26,2,1.18,0.1
FreshFuds Ltd,0,14,22,26,2,1.18,0.1
Seaside Marine Solutions,0,365,11,11,1,1.0,0.1
Seaside Marine Services,0,365,11,11,1,1.0,0.1
Oceanic Holdings,0,365,11,11,1,1.0,0.1
Oceanic Ventures Limited,0,365,11,11,1,1.0,0.1
Aquatic Innovations,0,365,11,11,1,1.0,0.1
Farm Fresh Co,0,2,23,13,2,0.57,0.1
Future Fields Ltd,0,14,22,26,2,1.18,0.1
FarmFresh Inc,0,2,23,13,2,0.57,0.1
FarmFresh Foods,0,2,23,13,2,0.57,0.1
Circle Harvest,0,2,23,13,2,0.57,0.1
Farm Fresh Produce,0,2,23,13,2,0.57,0.1
Blue Horizon Enterprises,0,365,11,11,1,1.0,0.1
Gourmet Haven,19,14,22,26,2,1.18,0.1
Gourmet Treetz,0,14,22,26,2,1.18,0.1
Chefs Choice,7,14,22,26,2,1.18,0.1
Gourmet Treats Inc,0,14,22,26,2,1.18,0.1
Fresh Produce Inc,8,2,23,13,2,0.57,0.1
AgroCircle,0,2,23,13,2,0.57,0.1
Gourmet Pleasures,0,14,22,26,2,1.18,0.1
EduInnovate Institute,0,33,23,27,2,1.17,0.1
GreenBuild Corp,0,257,11,8,1,0.73,0.1
SecureNet IT,0,27,11,16,1,1.45,0.1
SecureNet,0,27,11,16,1,1.45,0.1
Safe Haven,0,27,11,16,1,1.45,0.1
SecureTech Partners,0,27,11,16,1,1.45,0.1
EcoTransport,17,19,23,32,2,1.39,0.1
EcoTransport Ltd,0,19,23,32,2,1.39,0.1
Eco Freight Services,0,19,23,32,2,1.39,0.1
EcoLife Logistics,0,19,23,32,2,1.39,0.1
Eco Transport Ltd,0,19,23,32,2,1.39,0.1
EcoLand Services,0,19,23,32,2,1.39,0.1
Eco Logistics,0,19,23,32,2,1.39,0.1
Transport Connect,0,19,23,32,2,1.39,0.1
Vehicle Innovators,0,180,11,30,1,2.73,0.1
Vehicle Innovators Co,0,180,11,30,1,2.73,0.1
Auto Innovators Limited,0,180,11,30,1,2.73,0.1
Auto Innovators Inc,0,180,11,30,1,2.73,0.1
Auto Innovators Ltd,0,180,11,30,1,2.73,0.1
Eco Transport,15,19,23,32,2,1.39,0.1
Eco Transport Services,0,19,23,32,2,1.39,0.1
GreenLand Logistics,0,19,23,32,2,1.39,0.1
EcoNest Furniture,0,19,23,32,2,1.39,0.1
Windward Innovations,0,19,23,32,2,1.39,0.1
Eco Transport Co,0,19,23,32,2,1.39,0.1
EcoTransport Logistics,0,19,23,32,2,1.39,0.1
EcoLife Partners,0,19,23,32,2,1.39,0.1
EcoLogistics,0,19,23,32,2,1.39,0.1
NatureNest Designs,0,201,11,5,1,0.45,0.1
GreenBuild Estates,0,201,11,5,1,0.45,0.1
EcoFriendly Dwellings,0,201,11,5,1,0.45,0.1
EcoTech Systems,0,201,11,5,1,0.45,0.1
SecureNet Ltd,0,27,11,16,1,1.45,0.1
SecureNet Limited,0,27,11,16,1,1.45,0.1
Green Estates,0,201,11,5,1,0.45,0.1
Silver Innovations,0,119,22,56,2,2.55,0.1
Sunland Solar Solutions,0,119,22,56,2,2.55,0.1
Dream Tech,0,119,22,56,2,2.55,0.1
StarryNight Entertainment,0,119,22,56,2,2.55,0.1
Tech Trends,0,119,22,56,2,2.55,0.1
Digital Dreams,41,119,22,56,2,2.55,0.1
Innovate Labs,15,119,22,56,2,2.55,0.1
DigitalDreams Tech,0,119,22,56,2,2.55,0.1
Tech Visions,0,119,22,56,2,2.55,0.1
Dream Innovations,0,119,22,56,2,2.55,0.1
Timberland Creations,0,119,22,56,2,2.55,0.1
Digital Dreams Ltd,0,119,22,56,2,2.55,0.1
Digital Horizons,0,119,22,56,2,2.55,0.1
Digital Dreems,0,119,22,56,2,2.55,0.1
Future Dreams,0,119,22,56,2,2.55,0.1
Timberland Crafts,0,119,22,56,2,2.55,0.1
Techno Trends,0,119,22,56,2,2.55,0.1
Innovate Systems,0,131,11,1,1,0.09,0.1
Innovate Systems Inc,0,131,11,1,1,0.09,0.1
TechStream Solutions,0,131,11,1,1,0.09,0.1
Innovative Systems,0,131,11,1,1,0.09,0.1
NextGen Innovations,0,131,11,1,1,0.09,0.1
Innovatech Systems,0,131,11,1,1,0.09,0.1
EcoArt Creations,0,257,11,8,1,0.73,0.1
EcoTransport Inc,0,19,23,32,2,1.39,0.1
EcoTransport Services,0,19,23,32,2,1.39,0.1
CyberShield Inc,0,27,11,16,1,1.45,0.1
NetSecure Corp,0,27,11,16,1,1.45,0.1
SkyNet Security,0,27,11,16,1,1.45,0.1
SafeGuard Solutions,0,27,11,16,1,1.45,0.1
Sustainable Living Co,0,201,11,5,1,0.45,0.1
TechTrends,0,119,22,56,2,2.55,0.1
EduInnov8,0,33,23,27,2,1.17,0.1
EduWorld Academy,0,33,23,27,2,1.17,0.1
GreenBuild Enterprises,0,257,11,8,1,0.73,0.1
GreenBuild Ventures,0,257,11,8,1,0.73,0.1
GreenBuild Innovations,0,257,11,8,1,0.73,0.1
Edu World,0,33,23,27,2,1.17,0.1
EduWorld,0,33,23,27,2,1.17,0.1
TeachSmart Enterprises,0,33,23,27,2,1.17,0.1
EduWorld Services,0,33,23,27,2,1.17,0.1
InnovateEd Institutes,0,33,23,27,2,1.17,0.1
InnovateEdu,0,33,23,27,2,1.17,0.1
Edu Innovate,0,33,23,27,2,1.17,0.1
EduInnovators,0,33,23,27,2,1.17,0.1
EduInnovate,0,33,23,27,2,1.17,0.1
CareWell Group,0,33,23,27,2,1.17,0.1
EduWurld,0,33,23,27,2,1.17,0.1
LearnSmart Technologies,0,33,23,27,2,1.17,0.1
Urban Design Studio,0,283,25,12,2,0.48,0.09
Urban Architects,9,283,25,12,2,0.48,0.09
UrbanDesign,0,283,25,12,2,0.48,0.09
UrbanDesigns Ltd,0,283,25,12,2,0.48,0.09
UrbanDesign Studio,0,283,25,12,2,0.48,0.09
AgroTech Solutons,0,80,25,22,2,0.88,0.09
Farmers Guild,0,80,25,22,2,0.88,0.09
Urban Designs,0,283,25,12,2,0.48,0.09
Urban Design Group,0,283,25,12,2,0.48,0.09
Urban Architechts,0,283,25,12,2,0.48,0.09
UrbanPlan Architects,0,283,25,12,2,0.48,0.09
Urban Desgners,0,283,25,12,2,0.48,0.09
TravelTales,0,181,12,30,1,2.5,0.09
Auto Innovators,30,181,12,30,1,2.5,0.09
Auto Drive Services,0,181,12,30,1,2.5,0.09
Style Pioneers,0,29,12,26,1,2.17,0.09
FashionPioners,0,29,12,26,1,2.17,0.09
StyleHub,0,29,12,26,1,2.17,0.09
TrendSetters Inc,0,29,12,26,1,2.17,0.09
Urban Greenery Co,0,283,25,12,2,0.48,0.09
UrbanStyle Architects,3,283,25,12,2,0.48,0.09
City Planners,0,283,25,12,2,0.48,0.09
Global Ventures,0,283,25,12,2,0.48,0.09
UrbanDesign Architects,0,283,25,12,2,0.48,0.09
AgriTech,0,80,25,22,2,0.88,0.09
City Designers,0,283,25,12,2,0.48,0.09
Urban Designers,0,283,25,12,2,0.48,0.09
Build It Green,0,80,25,22,2,0.88,0.09
Motorville Auto Parts,0,181,12,30,1,2.5,0.09
AgriTech Solutons,0,80,25,22,2,0.88,0.09
AgroTech Systems,0,80,25,22,2,0.88,0.09
StyleHub Fashions,0,29,12,26,1,2.17,0.09
FashionPioneers,0,29,12,26,1,2.17,0.09
StyleHub Retail,0,29,12,26,1,2.17,0.09
Style Hub,0,29,12,26,1,2.17,0.09
StylePioneers,0,29,12,26,1,2.17,0.09
Eco Friendly Corp,0,223,12,5,1,0.42,0.09
Renewable Resources,0,223,12,5,1,0.42,0.09
GreenLand Energy,0,223,12,5,1,0.42,0.09
Green Innovators Co,0,223,12,5,1,0.42,0.09
Green Planet Energy,0,223,12,5,1,0.42,0.09
Renewable Solutions,0,223,12,5,1,0.42,0.09
Build It Quick,0,93,12,7,1,0.58,0.09
AgriInnovate LLC,0,93,12,7,1,0.58,0.09
Build It Fast,0,93,12,7,1,0.58,0.09
Agri Innovate,0,93,12,7,1,0.58,0.09
Build It Quik,0,93,12,7,1,0.58,0.09
Agro Innovators,0,93,12,7,1,0.58,0.09
AgriInnovate,0,93,12,7,1,0.58,0.09
Agri Innovators,0,93,12,7,1,0.58,0.09
AgriTech Solutions,15,80,25,22,2,0.88,0.09
Renewable Ventures,0,223,12,5,1,0.42,0.09
AgroTech Innovations,0,80,25,22,2,0.88,0.09
AgroTech Dynamics,0,80,25,22,2,0.88,0.09
AgroTech,0,80,25,22,2,0.88,0.09
AgriTech Innovations,7,80,25,22,2,0.88,0.09
Rural Ventures,0,80,25,22,2,0.88,0.09
Agri Solutions,0,80,25,22,2,0.88,0.09
AgriGreen Solutions,0,80,25,22,2,0.88,0.09
Horizon Learning Center,0,38,13,3,1,0.23,0.08
Explorer Expeditions,0,38,13,3,1,0.23,0.08
AgriLand Produce,0,38,13,3,1,0.23,0.08
Globetrotter Tours,0,38,13,3,1,0.23,0.08
Sunrise Learning Center,0,38,13,3,1,0.23,0.08
HarvestTime Co,0,38,13,3,1,0.23,0.08
Agri Coop,0,38,13,3,1,0.23,0.08
Travel Explore,0,335,13,2,1,0.15,0.08
MediCare Plus,0,96,14,14,1,1.0,0.08
EduPioneers,0,294,14,6,1,0.43,0.08
Good Health Services,0,96,14,14,1,1.0,0.08
LogiTrack,0,25,13,14,1,1.08,0.08
Transport Hub,0,25,13,14,1,1.08,0.08
LogiTrak,0,25,13,14,1,1.08,0.08
TrackLogisticz,0,25,13,14,1,1.08,0.08
Logistics Hub,0,25,13,14,1,1.08,0.08
CareFirst Medical,0,96,14,14,1,1.0,0.08
CareNet Group,0,96,14,14,1,1.0,0.08
MediCare Solutions,14,96,14,14,1,1.0,0.08
Harvest Co,0,38,13,3,1,0.23,0.08
Harvesters Co,3,38,13,3,1,0.23,0.08
Cultural Journeys,0,335,13,2,1,0.15,0.08
Wellbeing Center,0,96,14,14,1,1.0,0.08
Innovative Builders Co,0,294,14,6,1,0.43,0.08
Adventure Tours,0,335,13,2,1,0.15,0.08
Travel Treasures,0,335,13,2,1,0.15,0.08
Edu Pioneers,0,294,14,6,1,0.43,0.08
Adventure Tours Ltd,0,335,13,2,1,0.15,0.08
CleanAir,0,25,13,14,1,1.08,0.08
TrackLand Logistics,0,25,13,14,1,1.08,0.08
Adventure Travels Co,0,335,13,2,1,0.15,0.08
Transport Solutions,14,25,13,14,1,1.08,0.08
Adventure Tours Co,0,335,13,2,1,0.15,0.08
Knowledge Builders,0,294,14,6,1,0.43,0.08
LogiMove Transport,0,25,13,14,1,1.08,0.08
EduNation Center,0,294,14,6,1,0.43,0.08
Edu Creators,0,294,14,6,1,0.43,0.08
Learning Pioneers,0,294,14,6,1,0.43,0.08
Edu Innovators Inc,0,294,14,6,1,0.43,0.08
TeachWorld,0,294,14,6,1,0.43,0.08
Harvesters Inc,0,38,13,3,1,0.23,0.08
Vogue Visions,0,38,13,3,1,0.23,0.08
Buildland Constructors,0,31,27,4,2,0.15,0.08
Constructo Innovators,0,31,27,4,2,0.15,0.08
Wellness Corp,0,96,14,14,1,1.0,0.08
Jordan Construction,0,31,27,4,2,0.15,0.08
BlueSky Innovations,0,380,14,13,1,0.93,0.08
HomeComfort,0,65,13,6,1,0.46,0.08
Smart Home Tech,0,65,13,6,1,0.46,0.08
HomeComforts,0,65,13,6,1,0.46,0.08
BlueSky Enterprises,0,380,14,13,1,0.93,0.08
CloudNine Technologies,0,380,14,13,1,0.93,0.08
BlueSky Technologies,0,380,14,13,1,0.93,0.08
Blue Sky Technologies,0,380,14,13,1,0.93,0.08
BlueSky Tech,0,380,14,13,1,0.93,0.08
BlueSky Solutions,0,380,14,13,1,0.93,0.08
Skyline Aviation,0,380,14,13,1,0.93,0.08
BlueSky Enterprizes,0,380,14,13,1,0.93,0.08
DesertTech Innovations,0,380,14,13,1,0.93,0.08
Blue Sky Tech,0,380,14,13,1,0.93,0.08
Streamline Media,0,31,27,4,2,0.15,0.08
Home Comforts,6,65,13,6,1,0.46,0.08
Constructo Buildrs,0,31,27,4,2,0.15,0.08
MetroBuild Associates,0,31,27,4,2,0.15,0.08
Creative Concepts,0,31,27,4,2,0.15,0.08
Constructo Innovations,0,31,27,4,2,0.15,0.08
GreenTech Solutions Group,0,206,26,24,2,0.92,0.08
GreenTech Solutons,0,206,26,24,2,0.92,0.08
GreenTech Solutions Ltd,0,206,26,24,2,0.92,0.08
TechGreen Solutions,0,206,26,24,2,0.92,0.08
GreenTech Solutons Inc,0,206,26,24,2,0.92,0.08
GreenTech Solutions Incorporated,0,206,26,24,2,0.92,0.08
GreenTech Solutions LLC,0,206,26,24,2,0.92,0.08
TrackLogistics,0,25,13,14,1,1.08,0.08
TrackSolutions,0,25,13,14,1,1.08,0.08
HomeComfort Living,0,65,13,6,1,0.46,0.08
SmartHomes,0,65,13,6,1,0.46,0.08
SmartHomes Inc,0,65,13,6,1,0.46,0.08
Creative Broadcasts,0,31,27,4,2,0.15,0.08
Sustainable Energy Ltd,0,225,13,7,1,0.54,0.08
Sustainable Energi Group,0,225,13,7,1,0.54,0.08
Sustainable Energy Partners,0,225,13,7,1,0.54,0.08
SustainTech,0,225,13,7,1,0.54,0.08
Smart Homes,0,65,13,6,1,0.46,0.08
Creative Broadcasting,0,31,27,4,2,0.15,0.08
Learning Horizons,0,225,13,7,1,0.54,0.08
Constructo Supplies,0,31,27,4,2,0.15,0.08
Constructo Supply Co,0,31,27,4,2,0.15,0.08
Constructo Logistics,0,31,27,4,2,0.15,0.08
Constructia Innovators,0,31,27,4,2,0.15,0.08
EcoPower Partners,0,225,13,7,1,0.54,0.08
StyleMasterz,0,31,27,4,2,0.15,0.08
FashionTrend,0,31,27,4,2,0.15,0.08
Constructo Builders,0,31,27,4,2,0.15,0.08
HomeComfort Furnishings,0,65,13,6,1,0.46,0.08
PureNature Organics,0,65,13,6,1,0.46,0.08
PureAir Filters,0,65,13,6,1,0.46,0.08
BuildPro Materials,0,31,27,4,2,0.15,0.08
Vogue Ventures,0,31,27,4,2,0.15,0.08
Home Comfortz,0,65,13,6,1,0.46,0.08
Wellness Wonders,0,108,15,4,1,0.27,0.07
CarePlus,0,108,15,4,1,0.27,0.07
BuildSmart Solutions,51,253,15,51,1,3.4,0.07
Smartland Construction Co,0,253,15,51,1,3.4,0.07
Wellness Group,0,108,15,4,1,0.27,0.07
Wellness Assoc,0,108,15,4,1,0.27,0.07
Smart Solutions Ltd,0,253,15,51,1,3.4,0.07
Smartland Innovations,0,253,15,51,1,3.4,0.07
Smart Techies,0,253,15,51,1,3.4,0.07
Urban Tech Innovations,0,153,15,11,1,0.73,0.07
Smart City Developments,0,254,16,13,1,0.81,0.07
BuildSmart Ltd,0,254,16,13,1,0.81,0.07
Smart Construction Co,0,254,16,13,1,0.81,0.07
SmartBuild Innovations,0,254,16,13,1,0.81,0.07
Smartland Construction Group,0,254,16,13,1,0.81,0.07
Wellness Associates,0,108,15,4,1,0.27,0.07
Urban Tech Solutions,0,153,15,11,1,0.73,0.07
Smartland Tech Solutions,0,253,15,51,1,3.4,0.07
Tech Urban Solutions,0,153,15,11,1,0.73,0.07
Innovative Urban Tech,0,153,15,11,1,0.73,0.07
Maritime Adventures,0,153,15,11,1,0.73,0.07
Urban Tech,0,153,15,11,1,0.73,0.07
BuildSmart Design Ltd,0,254,16,13,1,0.81,0.07
BuildSmart Solutons,0,253,15,51,1,3.4,0.07
CarePlus Health,0,108,15,4,1,0.27,0.07
Innovative TechnoGears,0,149,29,17,2,0.59,0.07
Wellness Warriors,4,108,15,4,1,0.27,0.07
Futuristan Tech Group,16,149,29,17,2,0.59,0.07
TechnoGearz Global,0,148,16,2,1,0.12,0.07
TechnoGearz Inc,0,148,16,2,1,0.12,0.07
Bright Horizon Energy,0,101,16,11,1,0.69,0.07
Wellness Partners,0,101,16,11,1,0.69,0.07
Careland Medical,0,101,16,11,1,0.69,0.07
TechnoGearz Partners,0,148,16,2,1,0.12,0.07
MediHealth Supplies,0,101,16,11,1,0.69,0.07
Harmony Health,0,101,16,11,1,0.69,0.07
Innovatech,0,149,29,17,2,0.59,0.07
Care Plus,0,108,15,4,1,0.27,0.07
Quantum Enterprises Ltd,0,149,29,17,2,0.59,0.07
Quantum Holdings,0,149,29,17,2,0.59,0.07
Quantum Solutions,0,149,29,17,2,0.59,0.07
InnovateTech,0,149,29,17,2,0.59,0.07
TechnoGearz,0,148,16,2,1,0.12,0.07
Quantum Networks,0,149,29,17,2,0.59,0.07
Quantum Creations,0,149,29,17,2,0.59,0.07
Innovatech Corp,0,149,29,17,2,0.59,0.07
TechnoGearz Ventures,0,148,16,2,1,0.12,0.07
TechnoGearz Holdings,0,148,16,2,1,0.12,0.07
TechnoGearz Enterprises,0,148,16,2,1,0.12,0.07
TechnoGearz Group,0,146,30,134,2,4.47,0.07
SmartBuild Solutions,0,253,15,51,1,3.4,0.07
Swift Construction Ltd,0,253,15,51,1,3.4,0.07
Healing Hands,0,101,16,11,1,0.69,0.07
Sustainable Ventures,0,146,30,134,2,4.47,0.07
Quantum Labs,0,146,30,134,2,4.47,0.07
TechLand Partners,0,146,30,134,2,4.47,0.07
TechnoWorld,0,146,30,134,2,4.47,0.07
GreenInvest Corp,0,149,29,17,2,0.59,0.07
Tech Innovators Network,0,146,30,134,2,4.47,0.07
GlobalTech Enterprises,0,146,30,134,2,4.47,0.07
TechBuild Co,0,146,30,134,2,4.47,0.07
Quantum Dynamics,0,146,30,134,2,4.47,0.07
Healing Hands Clinic,0,101,16,11,1,0.69,0.07
Wellbeing Corp,0,101,16,11,1,0.69,0.07
CareGivers Inc,0,101,16,11,1,0.69,0.07
Stellar Power,0,101,16,11,1,0.69,0.07
Careland Medical Group,0,101,16,11,1,0.69,0.07
InnoTech Systems,0,149,29,17,2,0.59,0.07
BuildLand Developers,0,281,15,1,1,0.07,0.07
Skyline Capital,0,32,15,12,1,0.8,0.07
UrbanPlanners,0,281,15,1,1,0.07,0.07
Life BioTech,0,68,16,2,1,0.12,0.07
BioLife Innov8tions,0,68,16,2,1,0.12,0.07
BioLife Sci,0,68,16,2,1,0.12,0.07
Skyline Investments,0,32,15,12,1,0.8,0.07
BioLyfe Sciences,0,68,16,2,1,0.12,0.07
Innovative BioTech,0,68,16,2,1,0.12,0.07
Skyline Holdings,0,32,15,12,1,0.8,0.07
Skyline Holdings Inc,0,32,15,12,1,0.8,0.07
Skyline Capital Partners,0,32,15,12,1,0.8,0.07
Skyline Consulting,0,32,15,12,1,0.8,0.07
Life Sciences Corp,0,68,16,2,1,0.12,0.07
BioGene Research,0,68,16,2,1,0.12,0.07
GeneLife Innovations,0,68,16,2,1,0.12,0.07
Skyline Manufacturing,0,32,15,12,1,0.8,0.07
Skyline Holdings Incorporated,0,32,15,12,1,0.8,0.07
Skyline Real Estate,0,32,15,12,1,0.8,0.07
Skyline Ventures LLC,0,32,15,12,1,0.8,0.07
Skyline Financial Group,0,32,15,12,1,0.8,0.07
Skyline Financials,0,32,15,12,1,0.8,0.07
Skyline Logistics,0,32,15,12,1,0.8,0.07
Skyline Tech,0,32,15,12,1,0.8,0.07
LifeGene Research,0,68,16,2,1,0.12,0.07
BioLife Innovations,0,68,16,2,1,0.12,0.07
Urban Planners,0,281,15,1,1,0.07,0.07
UrbanHomes,0,281,15,1,1,0.07,0.07
Urban Planners Group,0,281,15,1,1,0.07,0.07
GeneTech Solutions,0,68,16,2,1,0.12,0.07
EcoTravel Ventures,0,211,16,5,1,0.31,0.07
FreshFields Organics,0,211,16,5,1,0.31,0.07
Eco Innovators,0,211,16,5,1,0.31,0.07
EcoFriendly Ventures,0,211,16,5,1,0.31,0.07
Taste Sensations,0,211,16,5,1,0.31,0.07
Eco Ventures,0,211,16,5,1,0.31,0.07
Gourmet Gurus,0,211,16,5,1,0.31,0.07
Eco Warriors,5,211,16,5,1,0.31,0.07
Money Masters,0,211,16,5,1,0.31,0.07
Eco Warri0rs,0,211,16,5,1,0.31,0.07
PlanSmart,0,281,15,1,1,0.07,0.07
Retail Ventures,0,281,15,1,1,0.07,0.07
Urban Planners Ltd,0,281,15,1,1,0.07,0.07
Urban Planners Inc,0,281,15,1,1,0.07,0.07
EcoGreen Energy,0,207,69,46,4,0.67,0.06
EcoLife Products,0,207,69,46,4,0.67,0.06
Green Power Ltd,0,207,69,46,4,0.67,0.06
EcoWave Energy,0,207,69,46,4,0.67,0.06
EcoWave,0,207,69,46,4,0.67,0.06
EcoWave Power,0,207,69,46,4,0.67,0.06
EcoFuture,0,207,69,46,4,0.67,0.06
Eco Holdings Group,0,207,69,46,4,0.67,0.06
ByteStream Solutions,0,207,69,46,4,0.67,0.06
Sustain Energy Co,0,207,69,46,4,0.67,0.06
GreenTech Innovations,13,207,69,46,4,0.67,0.06
GreenTech Solutions,11,207,69,46,4,0.67,0.06
GreenTech Ventures,0,207,69,46,4,0.67,0.06
Farmers United,0,82,17,7,1,0.41,0.06
Green Innovations,0,207,69,46,4,0.67,0.06
EcoTech Ventures,0,207,69,46,4,0.67,0.06
EcoCity Innovations,0,207,69,46,4,0.67,0.06
SkyLift Carriers,0,56,17,1,1,0.06,0.06
Sustainable Solutions,0,207,69,46,4,0.67,0.06
SkyReach Systemz,0,56,17,1,1,0.06,0.06
