selections,protected_count
age_range:(20-30];description_issue:True;product_code:F,31
delivery_issue:True;period:2023-H2;product_code:G,31
description_issue:True;product_code:B;quality_issue:True,31
city:Forestville;service_issue:True,31
city:Springfield;delivery_issue:True;period:2023-H1;product_code:G,31
city:Meadowville;service_issue:True,31
age_range:(40-50];period:2023-H1;product_code:G,31
age_range:(30-40];delivery_issue:True;price_issue:True;product_code:G,31
city:Lakeside;delivery_issue:True;product_code:C,31
city:Springfield;period:2023-H1;price_issue:True;product_code:A,30
age_range:(50-60];period:2023-H1;service_issue:True,30
delivery_issue:True;period:2023-H2;product_code:F,30
age_range:(50-60];delivery_issue:True;product_code:G,30
age_range:(50-60];product_code:G,30
period:2020-H1;service_issue:True,30
age_range:(30-40];period:2024-H1,30
age_range:(50-60];period:2023-H1;product_code:G,30
age_range:(20-30];quality_issue:True;service_issue:True,30
age_range:(40-50];period:2023-H1;price_issue:True;product_code:A,30
age_range:(20-30];product_code:H;quality_issue:True,30
age_range:(20-30];city:Rivertown;product_code:B,30
age_range:(40-50];description_issue:True;product_code:H,30
age_range:(30-40];city:Rivertown;period:2023-H2,30
city:Mountainview;description_issue:True;period:2023-H1;product_code:C,30
age_range:(30-40];city:Greenfield;period:2023-H1,30
delivery_issue:True;price_issue:True;product_code:F,30
age_range:(30-40];period:2023-H2;price_issue:True;product_code:D,30
city:Hilltop;period:2023-H1;product_code:C,30
age_range:(30-40];city:Brookside;quality_issue:True,30
age_range:(20-30];product_code:G;service_issue:True,30
age_range:(50-60];period:2023-H2;price_issue:True,30
age_range:(30-40];period:2023-H2;product_code:H;service_issue:True,30
age_range:(40-50];product_code:F;quality_issue:True,30
age_range:(30-40];delivery_issue:True;period:2023-H2;product_code:D,30
city:Riverside;delivery_issue:True;period:2023-H2,30
age_range:(40-50];product_code:C;quality_issue:True,30
age_range:(40-50];product_code:B;service_issue:True,30
age_range:(40-50];description_issue:True;product_code:D,30
age_range:(30-40];delivery_issue:True;product_code:D,30
age_range:(40-50];city:Valleyview,29
age_range:(20-30];period:2023-H2;product_code:E,29
period:2023-H1;price_issue:True;product_code:E,29
age_range:(30-40];period:2022-H2;quality_issue:True,29
age_range:(20-30];delivery_issue:True;description_issue:True,29
age_range:(20-30];city:Rivertown;product_code:B;quality_issue:True,29
age_range:(20-30];city:Rivertown;product_code:A,29
delivery_issue:True;period:2023-H2;product_code:H;quality_issue:True,29
age_range:(20-30];city:Brookside,29
city:Meadowville;product_code:G,29
city:Riverside;product_code:F,29
age_range:(20-30];city:Springfield;period:2023-H2;product_code:C,29
age_range:(40-50];city:Hilltop;delivery_issue:True;product_code:D,29
age_range:(20-30];period:2023-H2;product_code:G;quality_issue:True,29
age_range:(20-30];city:Riverside;product_code:A,29
age_range:(40-50];city:Rivertown;quality_issue:True,29
age_range:(20-30];period:2020-H2;service_issue:True,29
age_range:(40-50];city:Rivertown;period:2023-H1,29
city:Lakeside;period:2023-H2;product_code:D,29
city:Riverside;description_issue:True;product_code:A,29
age_range:(30-40];city:Springfield;price_issue:True;product_code:A,29
age_range:(30-40];city:Riverside;period:2023-H2,29
city:Forestville;quality_issue:True,29
age_range:(30-40];period:2023-H1;product_code:B;service_issue:True,29
age_range:(20-30];city:Lakeside;quality_issue:True,29
age_range:(20-30];period:2023-H1;product_code:C,29
age_range:(20-30];delivery_issue:True;quality_issue:True,29
age_range:(20-30];description_issue:True;product_code:C,29
city:Springfield;period:2023-H1;product_code:G;service_issue:True,29
age_range:(40-50];city:Rivertown;price_issue:True,29
city:Meadowville;description_issue:True,29
age_range:(30-40];period:2023-H1;product_code:G;service_issue:True,29
delivery_issue:True;product_code:B;quality_issue:True,29
age_range:(30-40];delivery_issue:True;description_issue:True;period:2023-H1,29
age_range:(30-40];city:Brookside;period:2023-H1,29
city:Hilltop;delivery_issue:True;service_issue:True,29
city:Springfield;product_code:G;quality_issue:True,29
age_range:(20-30];product_code:D;quality_issue:True,29
age_range:(50-60];delivery_issue:True;period:2023-H2,28
age_range:(30-40];city:Seaside;period:2023-H1,28
period:2022-H1;product_code:F,28
age_range:(20-30];city:Hilltown,28
age_range:(20-30];price_issue:True;quality_issue:True,28
description_issue:True;period:2023-H2;product_code:B,28
age_range:(40-50];city:Riverside;delivery_issue:True,28
city:Brookside;service_issue:True,28
city:Riverside;product_code:H,28
age_range:(30-40];city:Springfield;service_issue:True,28
city:Lakeside;period:2023-H2;product_code:B,28
age_range:(30-40];delivery_issue:True;price_issue:True;product_code:A,28
city:Springfield;period:2023-H2;price_issue:True,28
age_range:(30-40];period:2022-H2;product_code:E,28
age_range:(40-50];product_code:F;service_issue:True,28
age_range:(30-40];city:Rivertown;period:2023-H1,28
city:Hilltop;product_code:G,28
age_range:(40-50];delivery_issue:True;quality_issue:True,28
age_range:(30-40];period:2023-H2;price_issue:True;quality_issue:True,28
city:Hilltop;period:2023-H2;product_code:G,28
age_range:(30-40];city:Riverside;period:2023-H1,28
age_range:(30-40];city:Lakeside;period:2023-H2;price_issue:True,28
age_range:(20-30];period:2023-H1;product_code:H,28
age_range:(30-40];delivery_issue:True;period:2023-H1;quality_issue:True,28
age_range:(40-50];product_code:D;quality_issue:True,28
age_range:(30-40];period:2022-H1;price_issue:True,28
age_range:(20-30];city:Springfield;delivery_issue:True,28
period:2022-H1;product_code:F;quality_issue:True,28
description_issue:True;price_issue:True;product_code:E,28
age_range:(50-60];period:2023-H2;product_code:H,28
period:2023-H1;price_issue:True;product_code:D,28
city:Lakeside;period:2023-H2;product_code:A,28
delivery_issue:True;product_code:C;service_issue:True,28
age_range:(40-50];product_code:D;service_issue:True,28
age_range:(20-30];city:Hilltop;quality_issue:True,28
city:Lakeside;product_code:E,27
age_range:(40-50];city:Riverside;period:2023-H1,27
price_issue:True;product_code:G;service_issue:True,27
city:Seaside;delivery_issue:True,27
city:Brookside;description_issue:True,27
period:2023-H1;price_issue:True;product_code:F;quality_issue:True,27
description_issue:True;period:2021-H2,27
age_range:(30-40];description_issue:True;period:2023-H2;price_issue:True,27
age_range:(30-40];period:2023-H2;price_issue:True;product_code:G,27
age_range:(50-60];city:Springfield,27
delivery_issue:True;description_issue:True;quality_issue:True,27
delivery_issue:True;period:2020-H2,27
delivery_issue:True;description_issue:True;price_issue:True,27
age_range:(30-40];product_code:E;service_issue:True,27
city:Brookside;product_code:D,27
age_range:(20-30];city:Springfield;price_issue:True,27
city:Springfield;delivery_issue:True;product_code:C,27
city:Brookside;period:2023-H2;product_code:D,27
age_range:(30-40];delivery_issue:True;period:2023-H2;product_code:E,27
age_range:(30-40];delivery_issue:True;period:2023-H2;product_code:G,27
city:Springfield;product_code:B,27
age_range:(30-40];description_issue:True;period:2023-H1;product_code:F,27
age_range:(30-40];period:2023-H2;product_code:D;quality_issue:True,27
city:Mountainview;delivery_issue:True;period:2023-H1,27
age_range:(40-50];city:Lakeside;price_issue:True,27
age_range:(40-50];city:Mountainview;period:2023-H1;product_code:C,27
city:Riverside;delivery_issue:True;period:2023-H1,27
age_range:(50-60];product_code:G;service_issue:True,27
description_issue:True;period:2023-H2;product_code:G,27
age_range:(20-30];city:Seaside,27
age_range:(30-40];city:Valleyview,27
city:Seaside;delivery_issue:True;period:2023-H1,27
age_range:(30-40];city:Springfield;quality_issue:True,27
description_issue:True;period:2023-H2;product_code:A,27
age_range:(50-60];city:Hilltop;product_code:H,27
period:2022-H1;product_code:G;quality_issue:True,27
delivery_issue:True;period:2023-H1;product_code:E,27
age_range:(40-50];period:2020-H2,27
age_range:(30-40];city:Seaside;quality_issue:True,27
age_range:(40-50];city:Lakeside;quality_issue:True,27
age_range:(30-40];city:Brookside;description_issue:True,26
age_range:(30-40];city:Lakeside;product_code:B,26
city:Riverside;period:2023-H2;quality_issue:True,26
age_range:(30-40];period:2023-H2;product_code:F,26
age_range:(20-30];city:Hilltop;period:2023-H2,26
age_range:(30-40];city:Meadowville;period:2023-H2,26
age_range:(30-40];city:Mountainview;period:2023-H1,26
age_range:(30-40];period:2023-H2;product_code:G;service_issue:True,26
age_range:(20-30];period:2023-H1;product_code:G,26
age_range:(20-30];period:2021-H2,26
age_range:(30-40];city:Mountainview;service_issue:True,26
age_range:(40-50];city:Lakeside;product_code:C;service_issue:True,26
city:Valleyview;service_issue:True,26
age_range:(40-50];city:Meadowville;product_code:E,26
city:Rivertown;product_code:B;service_issue:True,26
city:Greenfield;product_code:E,26
age_range:(30-40];city:Springfield;delivery_issue:True,26
city:Mountainview;period:2023-H1;price_issue:True,26
age_range:(30-40];city:Lakeside;product_code:A,26
age_range:(30-40];period:2020-H2,26
period:2022-H1;price_issue:True;product_code:G,26
age_range:(30-40];period:2023-H1;product_code:G;quality_issue:True,26
age_range:(30-40];description_issue:True;period:2023-H2;product_code:H,26
description_issue:True;period:2023-H1;product_code:G,26
period:2021-H1;product_code:A,26
age_range:(40-50];city:Riverside;period:2023-H2,26
age_range:(30-40];description_issue:True;period:2023-H1;service_issue:True,26
age_range:(40-50];price_issue:True;product_code:C,26
city:Meadowville;product_code:E,26
city:Rivertown;product_code:G,26
city:Meadowland;product_code:F,26
city:Hilltop;period:2023-H2;product_code:H,26
age_range:(20-30];city:Hilltop;product_code:G,26
age_range:(20-30];product_code:H;service_issue:True,26
age_range:(40-50];city:Rivertown;service_issue:True,26
age_range:(30-40];price_issue:True;product_code:C;service_issue:True,26
age_range:(50-60];period:2023-H1;product_code:G;service_issue:True,26
city:Valleyview;period:2023-H1,25
city:Greenfield;delivery_issue:True,25
age_range:(30-40];city:Riverbend,25
description_issue:True;period:2023-H2;product_code:F,25
age_range:(20-30];city:Hilltop;period:2023-H2;quality_issue:True,25
city:Hilltop;price_issue:True;product_code:H,25
city:Riverside;product_code:B,25
age_range:(20-30];city:Hilltop;period:2023-H2;product_code:G,25
age_range:(40-50];delivery_issue:True;description_issue:True;product_code:C,25
age_range:(30-40];city:Hilltop;service_issue:True,25
age_range:(50-60];delivery_issue:True;service_issue:True,25
city:Seaside;product_code:H,25
delivery_issue:True;description_issue:True;product_code:F,25
city:Springfield;period:2023-H1;product_code:B,25
delivery_issue:True;description_issue:True;product_code:B,25
age_range:(40-50];period:2023-H2;product_code:A,25
age_range:(30-40];period:2023-H2;product_code:A;quality_issue:True,25
city:Hilltown;period:2023-H2,25
city:Seaside;product_code:B,25
age_range:(20-30];delivery_issue:True;period:2023-H2;product_code:C,25
city:Lakeside;product_code:C;quality_issue:True,25
age_range:(30-40];period:2022-H1;product_code:G,25
age_range:(40-50];period:2023-H1;product_code:B;quality_issue:True,25
age_range:(30-40];period:2021-H1;price_issue:True,25
age_range:(20-30];city:Riverside;period:2023-H2,25
city:Greenfield;period:2023-H2;service_issue:True,25
age_range:(30-40];description_issue:True;period:2023-H2;quality_issue:True,25
city:Springfield;delivery_issue:True;period:2023-H2;product_code:C,25
delivery_issue:True;period:2022-H2;product_code:E,25
age_range:(50-60];city:Springfield;service_issue:True,25
age_range:(50-60];city:Lakeside,25
period:2022-H1;product_code:A,25
age_range:(30-40];delivery_issue:True;period:2023-H2;service_issue:True,25
description_issue:True;price_issue:True;product_code:C,25
age_range:(20-30];period:2023-H2;product_code:H,25
age_range:(20-30];city:Lakeside;product_code:C,25
city:Lakeside;product_code:G,25
age_range:(20-30];delivery_issue:True;product_code:H,25
period:2024-H1;product_code:E,25
age_range:(40-50];city:Greenfield,25
age_range:(30-40];city:Hilltop;price_issue:True,25
city:Seaside;product_code:H;quality_issue:True,25
age_range:(40-50];period:2023-H1;product_code:E,25
age_range:(50-60];city:Springfield;delivery_issue:True,25
period:2022-H2;product_code:H,25
age_range:(30-40];city:Meadowland,25
age_range:(50-60];delivery_issue:True;period:2023-H1;service_issue:True,25
city:Mountainview;product_code:C;service_issue:True,25
age_range:(20-30];city:Brookside;price_issue:True,24
age_range:(20-30];description_issue:True;period:2023-H2;price_issue:True,24
age_range:(20-30];description_issue:True;period:2023-H1;service_issue:True,24
age_range:(20-30];delivery_issue:True;product_code:E,24
age_range:(50-60];price_issue:True;product_code:H,24
period:2022-H2;product_code:D,24
age_range:(40-50];city:Rivertown;period:2022-H2,24
city:Riverside;description_issue:True;price_issue:True,24
city:Rivertown;period:2022-H2,24
age_range:(40-50];city:Mountainview;delivery_issue:True;product_code:C,24
city:Lakeside;period:2023-H1;product_code:C,24
period:2023-H1;product_code:E;service_issue:True,24
city:Valleyview;delivery_issue:True,24
city:Seaside;delivery_issue:True;service_issue:True,24
city:Lakeside;delivery_issue:True;product_code:B,24
age_range:(30-40];period:2023-H2;product_code:D;service_issue:True,24
age_range:(30-40];city:Seaside;description_issue:True,24
city:Seaside;product_code:E,24
age_range:(20-30];price_issue:True;product_code:F,24
age_range:(20-30];description_issue:True;price_issue:True;product_code:A,24
delivery_issue:True;product_code:F;service_issue:True,24
city:Seaside;price_issue:True;quality_issue:True,24
delivery_issue:True;period:2023-H1;product_code:A,24
city:Springfield;product_code:A;quality_issue:True,24
city:Seaside;period:2023-H1;service_issue:True,24
age_range:(30-40];city:Mountainview;product_code:C,24
age_range:(50-60];product_code:C,24
age_range:(40-50];city:Hilltop;period:2023-H1,24
age_range:(40-50];city:Mountainview;service_issue:True,24
city:Mountainview;product_code:F,24
age_range:(30-40];period:2023-H1;product_code:F;service_issue:True,24
age_range:(20-30];description_issue:True;quality_issue:True,24
age_range:(20-30];product_code:D;service_issue:True,24
age_range:(30-40];city:Hilltown,24
period:2020-H2;price_issue:True,24
age_range:(40-50];city:Mountainview;delivery_issue:True,24
age_range:(20-30];period:2023-H2;product_code:C;service_issue:True,24
age_range:(30-40];city:Rivertown;quality_issue:True,24
age_range:(40-50];city:Hilltop;description_issue:True,23
age_range:(20-30];city:Lakeside;product_code:A,23
